Frequency (MHz),Time of Day,Occupancy (%),Field Strength (dBuV/m)
1281.6,883,0,0
1282.2,643,0,0
1282.2,703,0,0
1282.2,763,0,0
1282.2,823,0,0
1282.2,883,0,0
1282.8,643,0,0
1282.8,703,0,0
1282.8,763,0,0
1282.8,823,0,0
1282.8,883,0,0
1283.4,643,0,0
1283.4,703,0,0
1283.4,763,0,0
1283.4,823,0,0
1283.4,883,0,0
1284.0,643,0,0
1284.0,703,0,0
1284.0,763,0,0
1284.0,823,0,0
1284.0,883,0,0
1284.6,643,0,0
1284.6,703,0,0
1284.6,763,0,0
1284.6,823,0,0
1284.6,883,0,0
1285.2,643,0,0
1285.2,703,0,0
1285.2,763,0,0
1285.2,823,0,0
1285.2,883,0,0
1285.8,643,0,0
1285.8,703,0,0
1285.8,763,0,0
1285.8,823,0,0
1285.8,883,0,0
1286.4,643,0,0
1286.4,703,0,0
1286.4,763,0,0
1286.4,823,0,0
1286.4,883,0,0
1287.0,643,0,0
1287.0,703,0,0
1287.0,763,0,0
1287.0,823,0,0
1287.0,883,0,0
1287.6,643,0,0
1287.6,703,0,0
1287.6,763,0,0
1287.6,823,0,0
1287.6,883,0,0
1288.2,643,0,0
1288.2,703,0,0
1288.2,763,0,0
1288.2,823,0,0
1288.2,883,0,0
1288.8,643,0,0
1288.8,703,0,0
1288.8,763,0,0
1288.8,823,0,0
1288.8,883,0,0
1289.4,643,0,0
1289.4,703,0,0
1289.4,763,0,0
1289.4,823,0,0
1289.4,883,0,0
1290.0,643,0,0
1290.0,703,0,0
1290.0,763,0,0
1290.0,823,0,0
1290.0,883,0,0
1290.6,643,0,0
1290.6,703,0,0
1290.6,763,0,0
1290.6,823,0,0
1290.6,883,0,0
1291.2,643,0,0
1291.2,703,0,0
1291.2,763,0,0
1291.2,823,0,0
1291.2,883,0,0
1291.8,643,0,0
1291.8,703,0,0
1291.8,763,0,0
1291.8,823,0,0
1291.8,883,0,0
1292.4,643,0,0
1292.4,703,0,0
1292.4,763,0,0
1292.4,823,0,0
1292.4,883,0,0
1293.0,643,0,0
1293.0,703,0,0
1293.0,763,0,0
1293.0,823,0,0
1293.0,883,0,0
1293.6,643,0,0
1293.6,703,0,0
1293.6,763,0,0
1293.6,823,0,0
1293.6,883,0,0
1294.2,643,0,0
1294.2,703,0,0
1294.2,763,0,0
1294.2,823,0,0
1294.2,883,0,0
1294.8,643,0,0
1294.8,703,0,0
1294.8,763,0,0
1294.8,823,0,0
1294.8,883,0,0
1295.4,643,0,0
1295.4,703,0,0
1295.4,763,0,0
1295.4,823,0,0
1295.4,883,0,0
1296.0,643,0,0
1296.0,703,0,0
1296.0,763,0,0
1296.0,823,0,0
1296.0,883,0,0
1296.6,643,0,0
1296.6,703,0,0
1296.6,763,0,0
1296.6,823,0,0
1296.6,883,0,0
1297.2,643,0,0
1297.2,703,0,0
1297.2,763,0,0
1297.2,823,0,0
1297.2,883,0,0
1297.8,643,0,0
1297.8,703,0,0
1297.8,763,0,0
1297.8,823,0,0
1297.8,883,0,0
1298.4,643,0,0
1298.4,703,0,0
1298.4,763,0,0
1298.4,823,0,0
1298.4,883,0,0
1299.0,643,0,0
1299.0,703,0,0
1299.0,763,0,0
1299.0,823,0,0
1299.0,883,0,0
1299.6,643,0,0
1299.6,703,0,0
1299.6,763,0,0
1299.6,823,0,0
1299.6,883,0,0
1300.2,643,0,0
1300.2,703,0,0
1300.2,763,0,0
1300.2,823,0,0
1300.2,883,0,0
1300.8,643,0,0
1300.8,703,0,0
1300.8,763,0,0
1300.8,823,0,0
1300.8,883,0,0
1301.4,643,0,0
1301.4,703,0,0
1301.4,763,0,0
1301.4,823,0,0
1301.4,883,0,0
1302.0,643,0,0
1302.0,703,0,0
1302.0,763,0,0
1302.0,823,0,0
1302.0,883,0,0
1302.6,643,0,0
1302.6,703,0,0
1302.6,763,0,0
1302.6,823,0,0
1302.6,883,0,0
1303.2,643,0,0
1303.2,703,0,0
1303.2,763,0,0
1303.2,823,0,0
1303.2,883,0,0
1303.8,643,0,0
1303.8,703,0,0
1303.8,763,0,0
1303.8,823,0,0
1303.8,883,0,0
1304.4,643,0,0
1304.4,703,0,0
1304.4,763,0,0
1304.4,823,0,0
1304.4,883,0,0
1305.0,643,0,0
1305.0,703,0,0
1305.0,763,0,0
1305.0,823,0,0
1305.0,883,0,0
1305.6,643,0,0
1305.6,703,0,0
1305.6,763,0,0
1305.6,823,0,0
1305.6,883,0,0
1306.2,643,0,0
1306.2,703,0,0
1306.2,763,0,0
1306.2,823,0,0
1306.2,883,0,0
1306.8,643,0,0
1306.8,703,0,0
1306.8,763,0,0
1306.8,823,0,0
1306.8,883,0,0
1307.4,643,0,0
1307.4,703,0,0
1307.4,763,0,0
1307.4,823,0,0
1307.4,883,0,0
1308.0,643,0,0
1308.0,703,0,0
1308.0,763,0,0
1308.0,823,0,0
1308.0,883,0,0
1308.6,643,0,0
1308.6,703,0,0
1308.6,763,0,0
1308.6,823,0,0
1308.6,883,0,0
1309.2,643,0,0
1309.2,703,0,0
1309.2,763,0,0
1309.2,823,0,0
1309.2,883,0,0
1309.8,643,0,0
1309.8,703,0,0
1309.8,763,0,0
1309.8,823,0,0
1309.8,883,0,0
1310.4,643,0,0
1310.4,703,0,0
1310.4,763,0,0
1310.4,823,0,0
1310.4,883,0,0
1311.0,643,0,0
1311.0,703,0,0
1311.0,763,0,0
1311.0,823,0,0
1311.0,883,0,0
1311.6,643,0,0
1311.6,703,0,0
1311.6,763,0,0
1311.6,823,0,0
1311.6,883,0,0
1312.2,643,0,0
1312.2,703,0,0
1312.2,763,0,0
1312.2,823,0,0
1312.2,883,0,0
1312.8,643,0,0
1312.8,703,0,0
1312.8,763,0,0
1312.8,823,0,0
1312.8,883,0,0
1313.4,643,0,0
1313.4,703,0,0
1313.4,763,0,0
1313.4,823,0,0
1313.4,883,0,0
1314.0,643,0,0
1314.0,703,0,0
1314.0,763,0,0
1314.0,823,0,0
1314.0,883,0,0
1314.6,643,0,0
1314.6,703,0,0
1314.6,763,0,0
1314.6,823,0,0
1314.6,883,0,0
1315.2,643,0,0
1315.2,703,0,0
1315.2,763,0,0
1315.2,823,0,0
1315.2,883,0,0
1315.8,643,0,0
1315.8,703,0,0
1315.8,763,0,0
1315.8,823,0,0
1315.8,883,0,0
1316.4,643,0,0
1316.4,703,0,0
1316.4,763,0,0
1316.4,823,0,0
1316.4,883,0,0
1317.0,643,0,0
1317.0,703,0,0
1317.0,763,0,0
1317.0,823,0,0
1317.0,883,0,0
1317.6,643,0,0
1317.6,703,0,0
1317.6,763,0,0
1317.6,823,0,0
1317.6,883,0,0
1318.2,643,0,0
1318.2,703,0,0
1318.2,763,0,0
1318.2,823,0,0
1318.2,883,0,0
1318.8,643,0,0
1318.8,703,0,0
1318.8,763,0,0
1318.8,823,0,0
1318.8,883,0,0
1319.4,643,0,0
1319.4,703,0,0
1319.4,763,0,0
1319.4,823,0,0
1319.4,883,0,0
1320.0,643,0,0
1320.0,703,0,0
1320.0,763,0,0
1320.0,823,0,0
1320.0,883,0,0
1320.6,643,0,0
1320.6,703,0,0
1320.6,763,0,0
1320.6,823,0,0
1320.6,883,0,0
1321.2,643,0,0
1321.2,703,0,0
1321.2,763,0,0
1321.2,823,0,0
1321.2,883,0,0
1321.8,643,0,0
1321.8,703,0,0
1321.8,763,0,0
1321.8,823,0,0
1321.8,883,0,0
1322.4,643,0,0
1322.4,703,0,0
1322.4,763,0,0
1322.4,823,0,0
1322.4,883,0,0
1323.0,643,0,0
1323.0,703,0,0
1323.0,763,0,0
1323.0,823,0,0
1323.0,883,0,0
1323.6,643,0,0
1323.6,703,0,0
1323.6,763,0,0
1323.6,823,0,0
1323.6,883,0,0
1324.2,643,0,0
1324.2,703,0,0
1324.2,763,0,0
1324.2,823,0,0
1324.2,883,0,0
1324.8,643,0,0
1324.8,703,0,0
1324.8,763,0,0
1324.8,823,0,0
1324.8,883,0,0
1325.4,643,0,0
1325.4,703,0,0
1325.4,763,0,0
1325.4,823,0,0
1325.4,883,0,0
1326.0,643,0,0
1326.0,703,0,0
1326.0,763,0,0
1326.0,823,0,0
1326.0,883,0,0
1326.6,643,0,0
1326.6,703,0,0
1326.6,763,0,0
1326.6,823,0,0
1326.6,883,0,0
1327.2,643,0,0
1327.2,703,0,0
1327.2,763,0,0
1327.2,823,0,0
1327.2,883,0,0
1327.8,643,0,0
1327.8,703,0,0
1327.8,763,0,0
1327.8,823,0,0
1327.8,883,0,0
1328.4,643,0,0
1328.4,703,0,0
1328.4,763,0,0
1328.4,823,0,0
1328.4,883,0,0
1329.0,643,0,0
1329.0,703,0,0
1329.0,763,0,0
1329.0,823,0,0
1329.0,883,0,0
1329.6,643,0,0
1329.6,703,0,0
1329.6,763,0,0
1329.6,823,0,0
1329.6,883,0,0
1330.2,643,0,0
1330.2,703,0,0
1330.2,763,0,0
1330.2,823,0,0
1330.2,883,0,0
1330.8,643,0,0
1330.8,703,0,0
1330.8,763,0,0
1330.8,823,0,0
1330.8,883,0,0
1331.4,643,0,0
1331.4,703,0,0
1331.4,763,0,0
1331.4,823,0,0
1331.4,883,0,0
1332.0,643,0,0
1332.0,703,0,0
1332.0,763,0,0
1332.0,823,0,0
1332.0,883,0,0
1332.6,643,0,0
1332.6,703,0,0
1332.6,763,0,0
1332.6,823,0,0
1332.6,883,0,0
1333.2,643,0,0
1333.2,703,0,0
1333.2,763,0,0
1333.2,823,0,0
1333.2,883,0,0
1333.8,643,0,0
1333.8,703,0,0
1333.8,763,0,0
1333.8,823,0,0
1333.8,883,0,0
1334.4,643,0,0
1334.4,703,0,0
1334.4,763,0,0
1334.4,823,0,0
1334.4,883,0,0
1335.0,643,0,0
1335.0,703,0,0
1335.0,763,0,0
1335.0,823,0,0
1335.0,883,0,0
1335.6,643,0,0
1335.6,703,0,0
1335.6,763,0,0
1335.6,823,0,0
1335.6,883,0,0
1336.2,643,0,0
1336.2,703,0,0
1336.2,763,0,0
1336.2,823,0,0
1336.2,883,0,0
1336.8,643,0,0
1336.8,703,0,0
1336.8,763,0,0
1336.8,823,0,0
1336.8,883,0,0
1337.4,643,0,0
1337.4,703,0,0
1337.4,763,0,0
1337.4,823,0,0
1337.4,883,0,0
1338.0,643,0,0
1338.0,703,0,0
1338.0,763,0,0
1338.0,823,0,0
1338.0,883,0,0
1338.6,643,0,0
1338.6,703,0,0
1338.6,763,0,0
1338.6,823,0,0
1338.6,883,0,0
1339.2,643,0,0
1339.2,703,0,0
1339.2,763,0,0
1339.2,823,0,0
1339.2,883,0,0
1339.8,643,0,0
1339.8,703,0,0
1339.8,763,0,0
1339.8,823,0,0
1339.8,883,0,0
1340.4,643,0,0
1340.4,703,0,0
1340.4,763,0,0
1340.4,823,0,0
1340.4,883,0,0
1341.0,643,0,0
1341.0,703,0,0
1341.0,763,0,0
1341.0,823,0,0
1341.0,883,0,0
1341.6,643,0,0
1341.6,703,0,0
1341.6,763,0,0
1341.6,823,0,0
1341.6,883,0,0
1342.2,643,0,0
1342.2,703,0,0
1342.2,763,0,0
1342.2,823,0,0
1342.2,883,0,0
1342.8,643,0,0
1342.8,703,0,0
1342.8,763,0,0
1342.8,823,0,0
1342.8,883,0,0
1343.4,643,0,0
1343.4,703,0,0
1343.4,763,0,0
1343.4,823,0,0
1343.4,883,0,0
1344.0,643,0,0
1344.0,703,0,0
1344.0,763,0,0
1344.0,823,0,0
1344.0,883,0,0
1344.6,643,0,0
1344.6,703,0,0
1344.6,763,0,0
1344.6,823,0,0
1344.6,883,0,0
1345.2,643,0,0
1345.2,703,0,0
1345.2,763,0,0
1345.2,823,0,0
1345.2,883,0,0
1345.8,643,0,0
1345.8,703,0,0
1345.8,763,0,0
1345.8,823,0,0
1345.8,883,0,0
1346.4,643,0,0
1346.4,703,0,0
1346.4,763,0,0
1346.4,823,0,0
1346.4,883,0,0
1347.0,643,0,0
1347.0,703,0,0
1347.0,763,0,0
1347.0,823,0,0
1347.0,883,0,0
1347.6,643,0,0
1347.6,703,0,0
1347.6,763,0,0
1347.6,823,0,0
1347.6,883,0,0
1348.2,643,0,0
1348.2,703,0,0
1348.2,763,0,0
1348.2,823,0,0
1348.2,883,0,0
1348.8,643,0,0
1348.8,703,0,0
1348.8,763,0,0
1348.8,823,0,0
1348.8,883,0,0
1349.4,643,0,0
1349.4,703,0,0
1349.4,763,0,0
1349.4,823,0,0
1349.4,883,0,0
1350.0,643,0,0
1350.0,703,0,0
1350.0,763,0,0
1350.0,823,0,0
1350.0,883,0,0
1350.6,643,0,0
1350.6,703,0,0
1350.6,763,0,0
1350.6,823,0,0
1350.6,883,0,0
1351.2,643,0,0
1351.2,703,0,0
1351.2,763,0,0
1351.2,823,0,0
1351.2,883,0,0
1351.8,643,0,0
1351.8,703,0,0
1351.8,763,0,0
1351.8,823,0,0
1351.8,883,0,0
1352.4,643,0,0
1352.4,703,0,0
1352.4,763,0,0
1352.4,823,0,0
1352.4,883,0,0
1353.0,643,0,0
1353.0,703,0,0
1353.0,763,0,0
1353.0,823,0,0
1353.0,883,0,0
1353.6,643,0,0
1353.6,703,0,0
1353.6,763,0,0
1353.6,823,0,0
1353.6,883,0,0
1354.2,643,0,0
1354.2,703,0,0
1354.2,763,0,0
1354.2,823,0,0
1354.2,883,0,0
1354.8,643,0,0
1354.8,703,0,0
1354.8,763,0,0
1354.8,823,0,0
1354.8,883,0,0
1355.4,643,0,0
1355.4,703,0,0
1355.4,763,0,0
1355.4,823,0,0
1355.4,883,0,0
1356.0,643,0,0
1356.0,703,0,0
1356.0,763,0,0
1356.0,823,0,0
1356.0,883,0,0
1356.6,643,0,0
1356.6,703,0,0
1356.6,763,0,0
1356.6,823,0,0
1356.6,883,0,0
1357.2,643,0,0
1357.2,703,0,0
1357.2,763,0,0
1357.2,823,0,0
1357.2,883,0,0
1357.8,643,0,0
1357.8,703,0,0
1357.8,763,0,0
1357.8,823,0,0
1357.8,883,0,0
1358.4,643,0,0
1358.4,703,0,0
1358.4,763,0,0
1358.4,823,0,0
1358.4,883,0,0
1359.0,643,0,0
1359.0,703,0,0
1359.0,763,0,0
1359.0,823,0,0
1359.0,883,0,0
1359.6,643,0,0
1359.6,703,0,0
1359.6,763,0,0
1359.6,823,0,0
1359.6,883,0,0
1360.2,643,0,0
1360.2,703,0,0
1360.2,763,0,0
1360.2,823,0,0
1360.2,883,0,0
1360.8,643,0,0
1360.8,703,0,0
1360.8,763,0,0
1360.8,823,0,0
1360.8,883,0,0
1361.4,643,0,0
1361.4,703,0,0
1361.4,763,0,0
1361.4,823,0,0
1361.4,883,0,0
1362.0,643,0,0
1362.0,703,0,0
1362.0,763,0,0
1362.0,823,0,0
1362.0,883,0,0
1362.6,643,0,0
1362.6,703,0,0
1362.6,763,0,0
1362.6,823,0,0
1362.6,883,0,0
1363.2,643,0,0
1363.2,703,0,0
1363.2,763,0,0
1363.2,823,0,0
1363.2,883,0,0
1363.8,643,0,0
1363.8,703,0,0
1363.8,763,0,0
1363.8,823,0,0
1363.8,883,0,0
1364.4,643,0,0
1364.4,703,0,0
1364.4,763,0,0
1364.4,823,0,0
1364.4,883,0,0
1365.0,643,0,0
1365.0,703,0,0
1365.0,763,0,0
1365.0,823,0,0
1365.0,883,0,0
1365.6,643,0,0
1365.6,703,0,0
1365.6,763,0,0
1365.6,823,0,0
1365.6,883,0,0
1366.2,643,0,0
1366.2,703,0,0
1366.2,763,0,0
1366.2,823,0,0
1366.2,883,0,0
1366.8,643,0,0
1366.8,703,0,0
1366.8,763,0,0
1366.8,823,0,0
1366.8,883,0,0
1367.4,643,0,0
1367.4,703,0,0
1367.4,763,0,0
1367.4,823,0,0
1367.4,883,0,0
1368.0,643,0,0
1368.0,703,0,0
1368.0,763,0,0
1368.0,823,0,0
1368.0,883,0,0
1368.6,643,0,0
1368.6,703,0,0
1368.6,763,0,0
1368.6,823,0,0
1368.6,883,0,0
1369.2,643,0,0
1369.2,703,0,0
1369.2,763,0,0
1369.2,823,0,0
1369.2,883,0,0
1369.8,643,0,0
1369.8,703,0,0
1369.8,763,0,0
1369.8,823,0,0
1369.8,883,0,0
1370.4,643,0,0
1370.4,703,0,0
1370.4,763,0,0
1370.4,823,0,0
1370.4,883,0,0
1371.0,643,0,0
1371.0,703,0,0
1371.0,763,0,0
1371.0,823,0,0
1371.0,883,0,0
1371.6,643,0,0
1371.6,703,0,0
1371.6,763,0,0
1371.6,823,0,0
1371.6,883,0,0
1372.2,643,0,0
1372.2,703,0,0
1372.2,763,0,0
1372.2,823,0,0
1372.2,883,0,0
1372.8,643,0,0
1372.8,703,0,0
1372.8,763,0,0
1372.8,823,0,0
1372.8,883,0,0
1373.4,643,0,0
1373.4,703,0,0
1373.4,763,0,0
1373.4,823,0,0
1373.4,883,0,0
1374.0,643,0,0
1374.0,703,0,0
1374.0,763,0,0
1374.0,823,0,0
1374.0,883,0,0
1374.6,643,0,0
1374.6,703,0,0
1374.6,763,0,0
1374.6,823,0,0
1374.6,883,0,0
1375.2,643,0,0
1375.2,703,0,0
1375.2,763,0,0
1375.2,823,0,0
1375.2,883,0,0
1375.8,643,0,0
1375.8,703,0,0
1375.8,763,0,0
1375.8,823,0,0
1375.8,883,0,0
1376.4,643,0,0
1376.4,703,0,0
1376.4,763,0,0
1376.4,823,0,0
1376.4,883,0,0
1377.0,643,0,0
1377.0,703,0,0
1377.0,763,0,0
1377.0,823,0,0
1377.0,883,0,0
1377.6,643,0,0
1377.6,703,0,0
1377.6,763,0,0
1377.6,823,0,0
1377.6,883,0,0
1378.2,643,0,0
1378.2,703,0,0
1378.2,763,0,0
1378.2,823,0,0
1378.2,883,0,0
1378.8,643,0,0
1378.8,703,0,0
1378.8,763,0,0
1378.8,823,0,0
1378.8,883,0,0
1379.4,643,0,0
1379.4,703,0,0
1379.4,763,0,0
1379.4,823,0,0
1379.4,883,0,0
1380.0,643,0,0
1380.0,703,0,0
1380.0,763,0,0
1380.0,823,0,0
1380.0,883,0,0
1380.6,643,0,0
1380.6,703,0,0
1380.6,763,0,0
1380.6,823,0,0
1380.6,883,0,0
1381.2,643,0,0
1381.2,703,0,0
1381.2,763,0,0
1381.2,823,0,0
1381.2,883,0,0
1381.8,643,0,0
1381.8,703,0,0
1381.8,763,0,0
1381.8,823,0,0
1381.8,883,0,0
1382.4,643,0,0
1382.4,703,0,0
1382.4,763,0,0
1382.4,823,0,0
1382.4,883,0,0
1383.0,643,0,0
1383.0,703,0,0
1383.0,763,0,0
1383.0,823,0,0
1383.0,883,0,0
1383.6,643,0,0
1383.6,703,0,0
1383.6,763,0,0
1383.6,823,0,0
1383.6,883,0,0
1384.2,643,0,0
1384.2,703,0,0
1384.2,763,0,0
1384.2,823,0,0
1384.2,883,0,0
1384.8,643,0,0
1384.8,703,0,0
1384.8,763,0,0
1384.8,823,0,0
1384.8,883,0,0
1385.4,643,0,0
1385.4,703,0,0
1385.4,763,0,0
1385.4,823,0,0
1385.4,883,0,0
1386.0,643,0,0
1386.0,703,0,0
1386.0,763,0,0
1386.0,823,0,0
1386.0,883,0,0
1386.6,643,0,0
1386.6,703,0,0
1386.6,763,0,0
1386.6,823,0,0
1386.6,883,0,0
1387.2,643,0,0
1387.2,703,0,0
1387.2,763,0,0
1387.2,823,0,0
1387.2,883,0,0
1387.8,643,0,0
1387.8,703,0,0
1387.8,763,0,0
1387.8,823,0,0
1387.8,883,0,0
1388.4,643,0,0
1388.4,703,0,0
1388.4,763,0,0
1388.4,823,0,0
1388.4,883,0,0
1389.0,643,0,0
1389.0,703,0,0
1389.0,763,0,0
1389.0,823,0,0
1389.0,883,0,0
1389.6,643,0,0
1389.6,703,0,0
1389.6,763,0,0
1389.6,823,0,0
1389.6,883,0,0
1390.2,643,0,0
1390.2,703,0,0
1390.2,763,0,0
1390.2,823,0,0
1390.2,883,0,0
1390.8,643,0,0
1390.8,703,0,0
1390.8,763,0,0
1390.8,823,0,0
1390.8,883,0,0
1391.4,643,0,0
1391.4,703,0,0
1391.4,763,0,0
1391.4,823,0,0
1391.4,883,0,0
1392.0,643,0,0
1392.0,703,0,0
1392.0,763,0,0
1392.0,823,0,0
1392.0,883,0,0
1392.6,643,0,0
1392.6,703,0,0
1392.6,763,0,0
1392.6,823,0,0
1392.6,883,0,0
1393.2,643,0,0
1393.2,703,0,0
1393.2,763,0,0
1393.2,823,0,0
1393.2,883,0,0
1393.8,643,0,0
1393.8,703,0,0
1393.8,763,0,0
1393.8,823,0,0
1393.8,883,0,0
1394.4,643,0,0
1394.4,703,0,0
1394.4,763,0,0
1394.4,823,0,0
1394.4,883,0,0
1395.0,643,0,0
1395.0,703,0,0
1395.0,763,0,0
1395.0,823,0,0
1395.0,883,0,0
1395.6,643,0,0
1395.6,703,0,0
1395.6,763,0,0
1395.6,823,0,0
1395.6,883,0,0
1396.2,643,0,0
1396.2,703,0,0
1396.2,763,0,0
1396.2,823,0,0
1396.2,883,0,0
1396.8,643,0,0
1396.8,703,0,0
1396.8,763,0,0
1396.8,823,0,0
1396.8,883,0,0
1397.4,643,0,0
1397.4,703,0,0
1397.4,763,0,0
1397.4,823,0,0
1397.4,883,0,0
1398.0,643,0,0
1398.0,703,0,0
1398.0,763,0,0
1398.0,823,0,0
1398.0,883,0,0
1398.6,643,0,0
1398.6,703,0,0
1398.6,763,0,0
1398.6,823,0,0
1398.6,883,0,0
1399.2,643,0,0
1399.2,703,0,0
1399.2,763,0,0
1399.2,823,0,0
1399.2,883,0,0
1399.8,643,0,0
1399.8,703,0,0
1399.8,763,0,0
1399.8,823,0,0
1399.8,883,0,0
1400.4,643,0,0
1400.4,703,0,0
1400.4,763,0,0
1400.4,823,0,0
1400.4,883,0,0
1401.0,643,0,0
1401.0,703,0,0
1401.0,763,0,0
1401.0,823,0,0
1401.0,883,0,0
1401.6,643,0,0
1401.6,703,0,0
1401.6,763,0,0
1401.6,823,0,0
1401.6,883,0,0
1402.2,643,0,0
1402.2,703,0,0
1402.2,763,0,0
1402.2,823,0,0
1402.2,883,0,0
1402.8,643,0,0
1402.8,703,0,0
1402.8,763,0,0
1402.8,823,0,0
1402.8,883,0,0
1403.4,643,0,0
1403.4,703,0,0
1403.4,763,0,0
1403.4,823,0,0
1403.4,883,0,0
1404.0,643,0,0
1404.0,703,0,0
1404.0,763,0,0
1404.0,823,0,0
1404.0,883,0,0
1404.6,643,0,0
1404.6,703,0,0
1404.6,763,0,0
1404.6,823,0,0
1404.6,883,0,0
1405.2,643,0,0
1405.2,703,0,0
1405.2,763,0,0
1405.2,823,0,0
1405.2,883,0,0
1405.8,643,0,0
1405.8,703,0,0
1405.8,763,0,0
1405.8,823,0,0
1405.8,883,0,0
1406.4,643,0,0
1406.4,703,0,0
1406.4,763,0,0
1406.4,823,0,0
1406.4,883,0,0
1407.0,643,0,0
1407.0,703,0,0
1407.0,763,0,0
1407.0,823,0,0
1407.0,883,0,0
1407.6,643,0,0
1407.6,703,0,0
1407.6,763,0,0
1407.6,823,0,0
1407.6,883,0,0
1408.2,643,0,0
1408.2,703,0,0
1408.2,763,0,0
1408.2,823,0,0
1408.2,883,0,0
1408.8,643,0,0
1408.8,703,0,0
1408.8,763,0,0
1408.8,823,0,0
1408.8,883,0,0
1409.4,643,0,0
1409.4,703,0,0
1409.4,763,0,0
1409.4,823,0,0
1409.4,883,0,0
1410.0,643,0,0
1410.0,703,0,0
1410.0,763,0,0
1410.0,823,0,0
1410.0,883,0,0
1410.6,643,0,0
1410.6,703,0,0
1410.6,763,0,0
1410.6,823,0,0
1410.6,883,0,0
1411.2,643,0,0
1411.2,703,0,0
1411.2,763,0,0
1411.2,823,0,0
1411.2,883,0,0
1411.8,643,0,0
1411.8,703,0,0
1411.8,763,0,0
1411.8,823,0,0
1411.8,883,0,0
1412.4,643,0,0
1412.4,703,0,0
1412.4,763,0,0
1412.4,823,0,0
1412.4,883,0,0
1413.0,643,0,0
1413.0,703,0,0
1413.0,763,0,0
1413.0,823,0,0
1413.0,883,0,0
1413.6,643,0,0
1413.6,703,0,0
1413.6,763,0,0
1413.6,823,0,0
1413.6,883,0,0
1414.2,643,0,0
1414.2,703,0,0
1414.2,763,0,0
1414.2,823,0,0
1414.2,883,0,0
1414.8,643,0,0
1414.8,703,0,0
1414.8,763,0,0
1414.8,823,0,0
1414.8,883,0,0
1415.4,643,0,0
1415.4,703,0,0
1415.4,763,0,0
1415.4,823,0,0
1415.4,883,0,0
1416.0,643,0,0
1416.0,703,0,0
1416.0,763,0,0
1416.0,823,0,0
1416.0,883,0,0
1416.6,643,0,0
1416.6,703,0,0
1416.6,763,0,0
1416.6,823,0,0
1416.6,883,0,0
1417.2,643,0,0
1417.2,703,0,0
1417.2,763,0,0
1417.2,823,0,0
1417.2,883,0,0
1417.8,643,0,0
1417.8,703,0,0
1417.8,763,0,0
1417.8,823,0,0
1417.8,883,0,0
1418.4,643,0,0
1418.4,703,0,0
1418.4,763,0,0
1418.4,823,0,0
1418.4,883,0,0
1419.0,643,0,0
1419.0,703,0,0
1419.0,763,0,0
1419.0,823,0,0
1419.0,883,0,0
1419.6,643,0,0
1419.6,703,0,0
1419.6,763,0,0
1419.6,823,0,0
1419.6,883,0,0
1420.2,643,0,0
1420.2,703,0,0
1420.2,763,0,0
1420.2,823,0,0
1420.2,883,0,0
1420.8,643,0,0
1420.8,703,0,0
1420.8,763,0,0
1420.8,823,0,0
1420.8,883,0,0
1421.4,643,0,0
1421.4,703,0,0
1421.4,763,0,0
1421.4,823,0,0
1421.4,883,0,0
1422.0,643,0,0
1422.0,703,0,0
1422.0,763,0,0
1422.0,823,0,0
1422.0,883,0,0
1422.6,643,0,0
1422.6,703,0,0
1422.6,763,0,0
1422.6,823,0,0
1422.6,883,0,0
1423.2,643,0,0
1423.2,703,0,0
1423.2,763,0,0
1423.2,823,0,0
1423.2,883,0,0
1423.8,643,0,0
1423.8,703,0,0
1423.8,763,0,0
1423.8,823,0,0
1423.8,883,0,0
1424.4,643,0,0
1424.4,703,0,0
1424.4,763,0,0
1424.4,823,0,0
1424.4,883,0,0
1425.0,643,0,0
1425.0,703,0,0
1425.0,763,0,0
1425.0,823,0,0
1425.0,883,0,0
1425.6,643,0,0
1425.6,703,0,0
1425.6,763,0,0
1425.6,823,0,0
1425.6,883,0,0
1426.2,643,0,0
1426.2,703,0,0
1426.2,763,0,0
1426.2,823,0,0
1426.2,883,0,0
1426.8,643,0,0
1426.8,703,0,0
1426.8,763,0,0
1426.8,823,0,0
1426.8,883,0,0
1427.4,643,0,0
1427.4,703,0,0
1427.4,763,0,0
1427.4,823,0,0
1427.4,883,0,0
1428.0,643,0,0
1428.0,703,0,0
1428.0,763,0,0
1428.0,823,0,0
1428.0,883,0,0
1428.6,643,0,0
1428.6,703,0,0
1428.6,763,0,0
1428.6,823,0,0
1428.6,883,0,0
1429.2,643,0,0
1429.2,703,0,0
1429.2,763,0,0
1429.2,823,0,0
1429.2,883,0,0
1429.8,643,0,0
1429.8,703,0,0
1429.8,763,0,0
1429.8,823,0,0
1429.8,883,0,0
1430.4,643,0,0
1430.4,703,0,0
1430.4,763,0,0
1430.4,823,0,0
1430.4,883,0,0
1431.0,643,0,0
1431.0,703,0,0
1431.0,763,0,0
1431.0,823,0,0
1431.0,883,0,0
1431.6,643,0,0
1431.6,703,0,0
1431.6,763,0,0
1431.6,823,0,0
1431.6,883,0,0
1432.2,643,0,0
1432.2,703,0,0
1432.2,763,0,0
1432.2,823,0,0
1432.2,883,0,0
1432.8,643,0,0
1432.8,703,0,0
1432.8,763,0,0
1432.8,823,0,0
1432.8,883,0,0
1433.4,643,0,0
1433.4,703,0,0
1433.4,763,0,0
1433.4,823,0,0
1433.4,883,0,0
1434.0,643,0,0
1434.0,703,0,0
1434.0,763,0,0
